persona;producto;cantidad;esDevolucion
Frank;Pantalones;20;Falso
Hector;Pantalones;10;Falso
Grace;Camiseta;21;Falso
Eve;Sombrero;30;Cierto
Jack;Bufanda;38;Cierto
Bob;Sombrero;27;Falso
Eve;Gorra;27;Cierto
Alice;Camiseta;6;Falso
Irene;Pantalones;43;Falso
Alice;Bufanda;47;Falso
Irene;Pantalones;45;Falso
Diana;Sombrero;8;Falso
Diana;Camiseta;21;Falso
Irene;Sombrero;15;Cierto
Bob;Calcetines;27;Falso
Frank;Camiseta;21;Falso
Hector;Calcetines;29;Falso
Grace;Zapatos;13;Falso
Grace;Gorra;21;Falso
Bob;Gorra;31;Falso
Charlie;Gorra;29;Falso
Hector;Zapatos;16;Falso
Hector;Sombrero;10;Falso
Diana;Gorra;9;Falso
Eve;Zapatos;17;Falso
Irene;Camiseta;48;Falso
Irene;Bufanda;12;Falso
Jack;Sombrero;27;Falso
Diana;Chaqueta;22;Falso
Charlie;Gorra;47;Falso
Grace;Camiseta;13;Falso
Grace;Chaqueta;30;Falso
Diana;Camiseta;44;Falso
Irene;Bufanda;19;Falso
Irene;Gorra;45;Falso
Charlie;Bufanda;28;Falso
Frank;Calcetines;6;Falso
Diana;Gorra;41;Falso
Irene;Zapatos;49;Falso
Grace;Gorra;21;Falso
Eve;Calcetines;36;Falso
Eve;Zapatos;26;Falso
Jack;Camiseta;48;Cierto
Eve;Zapatos;17;Falso
Eve;Sombrero;48;Falso
Diana;Bufanda;8;Cierto
Irene;Camiseta;35;Falso
Diana;Chaqueta;40;Falso
Irene;Calcetines;35;Falso
Bob;Calcetines;14;Falso
Grace;Chaqueta;40;Falso
Frank;Calcetines;35;Falso
Hector;Bufanda;33;Cierto
Diana;Chaqueta;32;Falso
Frank;Bufanda;47;Falso
Grace;Bufanda;22;Falso
Bob;Gorra;15;Falso
Frank;Camiseta;7;Falso
Irene;Camiseta;37;Falso
Eve;Gorra;12;Falso
Jack;Sombrero;32;Falso
Bob;Zapatos;5;Falso
Eve;Calcetines;6;Falso
Diana;Gorra;15;Falso
Eve;Gorra;23;Falso
Frank;Zapatos;35;Falso
Irene;Zapatos;26;Falso
Frank;Sombrero;6;Falso
Charlie;Zapatos;39;Falso
Frank;Chaqueta;36;Cierto
Grace;Calcetines;32;Falso
Grace;Bufanda;16;Falso
Charlie;Gorra;19;Falso
Jack;Pantalones;34;Falso
Bob;Sombrero;40;Falso
Alice;Zapatos;39;Falso
Frank;Chaqueta;39;Falso
Jack;Chaqueta;45;Falso
Alice;Bufanda;48;Falso
Bob;Zapatos;42;Falso
Diana;Gorra;23;Falso
Bob;Camiseta;22;Falso
Diana;Pantalones;29;Falso
Charlie;Sombrero;26;Falso
Jack;Calcetines;48;Falso
Grace;Sombrero;31;Falso
Diana;Bufanda;7;Falso
Bob;Chaqueta;32;Cierto
Jack;Camiseta;31;Falso
Hector;Chaqueta;12;Falso
Jack;Bufanda;26;Falso
Charlie;Calcetines;50;Falso
Alice;Sombrero;25;Falso
Diana;Chaqueta;22;Falso
Bob;Gorra;13;Falso
Jack;Bufanda;41;Falso
Eve;Bufanda;30;Cierto
Irene;Camiseta;11;Falso
Diana;Zapatos;35;Falso
Alice;Zapatos;21;Falso
Hector;Pantalones;34;Falso
Frank;Calcetines;26;Cierto
Irene;Camiseta;46;Falso
Frank;Chaqueta;12;Falso
Jack;Pantalones;6;Falso
Grace;Calcetines;37;Falso
Irene;Sombrero;41;Cierto
Diana;Zapatos;14;Falso
Eve;Pantalones;49;Falso
Frank;Camiseta;6;Falso
Jack;Bufanda;36;Falso
Hector;Sombrero;18;Falso
Frank;Chaqueta;22;Falso
Hector;Gorra;5;Falso
Bob;Gorra;50;Falso
Diana;Pantalones;22;Falso
Hector;Sombrero;50;Falso
Grace;Sombrero;35;Falso
Charlie;Zapatos;48;Cierto
Jack;Pantalones;10;Falso
Grace;Zapatos;17;Falso
Irene;Bufanda;47;Falso
Bob;Calcetines;11;Falso
Frank;Sombrero;18;Falso
Bob;Camiseta;13;Falso
Alice;Chaqueta;11;Falso
Hector;Chaqueta;18;Cierto
Alice;Sombrero;25;Falso
Bob;Calcetines;37;Falso
Grace;Gorra;7;Falso
Frank;Zapatos;19;Falso
Frank;Sombrero;21;Falso
Hector;Pantalones;17;Falso
Irene;Pantalones;43;Falso
Hector;Zapatos;47;Falso
Irene;Gorra;15;Falso
Jack;Pantalones;12;Falso
Hector;Chaqueta;33;Falso
Charlie;Zapatos;9;Cierto
Bob;Camiseta;8;Falso
Jack;Chaqueta;25;Falso
Frank;Chaqueta;23;Falso
Charlie;Calcetines;44;Falso
Alice;Calcetines;21;Falso
Hector;Gorra;44;Falso
Eve;Bufanda;27;Falso
Grace;Bufanda;48;Falso
Irene;Camiseta;23;Falso
Grace;Zapatos;33;Falso
Hector;Pantalones;43;Falso
Jack;Zapatos;11;Falso
Hector;Calcetines;32;Falso
Irene;Chaqueta;33;Falso
Irene;Pantalones;23;Falso
Grace;Chaqueta;14;Falso
Irene;Camiseta;20;Falso
Diana;Zapatos;46;Falso
Irene;Sombrero;15;Falso
Jack;Sombrero;50;Falso
Jack;Pantalones;26;Falso
Charlie;Zapatos;16;Cierto
Alice;Gorra;14;Falso
Grace;Sombrero;49;Cierto
Alice;Chaqueta;12;Falso
Alice;Camiseta;30;Falso
Eve;Sombrero;48;Falso
Diana;Bufanda;16;Falso
Eve;Sombrero;30;Falso
Bob;Zapatos;33;Falso
Charlie;Chaqueta;47;Falso
Charlie;Calcetines;36;Cierto
Charlie;Chaqueta;46;Falso
Charlie;Camiseta;37;Falso
Eve;Zapatos;32;Cierto
Bob;Zapatos;17;Falso
Diana;Zapatos;9;Falso
Grace;Chaqueta;50;Falso
Alice;Camiseta;6;Falso
Hector;Bufanda;35;Cierto
Jack;Zapatos;20;Falso
Hector;Sombrero;12;Falso
Charlie;Calcetines;20;Falso
Jack;Camiseta;45;Falso
Jack;Zapatos;31;Falso
Charlie;Bufanda;11;Falso
Irene;Camiseta;42;Falso
Grace;Camiseta;11;Falso
Irene;Camiseta;43;Falso
Charlie;Zapatos;41;Falso
Jack;Sombrero;31;Falso
Eve;Chaqueta;28;Falso
Alice;Camiseta;36;Falso
Grace;Bufanda;41;Falso
Alice;Sombrero;13;Cierto
Irene;Pantalones;16;Falso
Jack;Zapatos;9;Falso
Frank;Gorra;19;Falso
Jack;Chaqueta;36;Falso
Alice;Camiseta;5;Falso
Bob;Zapatos;31;Falso
Diana;Bufanda;6;Falso
Grace;Calcetines;41;Falso
Diana;Bufanda;5;Falso
Eve;Gorra;20;Falso
Charlie;Zapatos;5;Cierto
Bob;Bufanda;33;Falso
Alice;Sombrero;34;Falso
Grace;Chaqueta;46;Falso
Diana;Camiseta;44;Falso
Frank;Calcetines;35;Falso
Grace;Pantalones;35;Falso
Frank;Bufanda;23;Falso
Hector;Camiseta;10;Falso
Alice;Gorra;45;Falso
Bob;Gorra;47;Falso
Charlie;Zapatos;17;Cierto
Bob;Chaqueta;30;Falso
Diana;Gorra;25;Falso
Charlie;Gorra;31;Falso
Grace;Camiseta;7;Falso
Jack;Camiseta;44;Falso
Alice;Camiseta;40;Falso
Irene;Gorra;27;Falso
Charlie;Pantalones;22;Falso
Hector;Calcetines;20;Falso
Alice;Camiseta;48;Falso
Jack;Camiseta;34;Falso
Charlie;Bufanda;20;Falso
Irene;Camiseta;16;Falso
Eve;Bufanda;5;Falso
Diana;Chaqueta;21;Falso
Diana;Pantalones;44;Falso
Diana;Sombrero;22;Falso
Frank;Calcetines;37;Falso
Eve;Calcetines;39;Falso
Charlie;Calcetines;18;Falso
Charlie;Chaqueta;49;Falso
Bob;Sombrero;10;Falso
Frank;Chaqueta;28;Falso
Grace;Bufanda;42;Falso
Irene;Sombrero;28;Falso
Grace;Chaqueta;38;Falso
Bob;Pantalones;33;Falso
Jack;Calcetines;46;Cierto
Grace;Gorra;5;Falso
Irene;Calcetines;35;Falso
Hector;Chaqueta;47;Falso
Diana;Zapatos;27;Falso
Irene;Bufanda;40;Falso
Frank;Gorra;46;Falso
Grace;Zapatos;41;Falso
Irene;Bufanda;32;Falso
Frank;Calcetines;9;Cierto
Frank;Pantalones;39;Falso
Diana;Chaqueta;43;Falso
Charlie;Chaqueta;26;Falso
Diana;Gorra;48;Falso
Diana;Chaqueta;20;Falso
Alice;Calcetines;37;Falso
Frank;Gorra;16;Falso
Frank;Chaqueta;50;Falso
Diana;Bufanda;29;Falso
Bob;Gorra;31;Falso
Bob;Camiseta;18;Cierto
Jack;Bufanda;43;Falso
Diana;Camiseta;13;Falso
Jack;Bufanda;18;Falso
Irene;Pantalones;32;Falso
Bob;Zapatos;6;Cierto
Bob;Camiseta;45;Falso
Charlie;Bufanda;41;Falso
Irene;Chaqueta;32;Falso
Eve;Bufanda;45;Falso
Eve;Sombrero;31;Falso
Grace;Sombrero;33;Falso
Alice;Gorra;37;Falso
Bob;Calcetines;46;Falso
Eve;Bufanda;33;Falso
Charlie;Zapatos;46;Falso
Alice;Zapatos;25;Falso
Frank;Chaqueta;42;Falso
Diana;Chaqueta;27;Falso
Frank;Zapatos;21;Cierto
Eve;Calcetines;42;Falso
Hector;Bufanda;10;Falso
Jack;Sombrero;27;Falso
Diana;Chaqueta;20;Falso
Diana;Zapatos;7;Cierto
Grace;Camiseta;50;Falso
Grace;Camiseta;20;Falso
Diana;Camiseta;6;Falso
Bob;Calcetines;33;Falso
Alice;Chaqueta;23;Cierto
Hector;Calcetines;41;Falso
Frank;Sombrero;16;Falso
Hector;Sombrero;26;Falso
Charlie;Chaqueta;39;Falso
Charlie;Zapatos;6;Falso
Jack;Zapatos;16;Falso
Hector;Bufanda;7;Falso
Diana;Gorra;39;Cierto
Bob;Calcetines;31;Falso
Charlie;Zapatos;7;Falso
Hector;Pantalones;35;Falso
Diana;Bufanda;18;Cierto
Alice;Pantalones;17;Cierto
Irene;Pantalones;37;Falso
Bob;Chaqueta;23;Falso
Diana;Camiseta;25;Falso
Hector;Zapatos;17;Falso
Grace;Chaqueta;20;Falso
Charlie;Chaqueta;26;Falso
Eve;Bufanda;35;Falso
Diana;Zapatos;36;Falso
Frank;Calcetines;37;Falso
Alice;Calcetines;13;Falso
Bob;Calcetines;37;Falso
Jack;Chaqueta;37;Falso
Hector;Camiseta;38;Falso
Jack;Bufanda;14;Cierto
Jack;Chaqueta;11;Falso
Irene;Pantalones;45;Falso
Frank;Calcetines;11;Falso
Charlie;Chaqueta;47;Falso
Diana;Pantalones;13;Falso
Eve;Gorra;10;Falso
Eve;Chaqueta;50;Falso
Frank;Pantalones;48;Falso
Diana;Gorra;18;Falso
Frank;Zapatos;50;Falso
Frank;Calcetines;47;Falso
Hector;Zapatos;33;Falso
Diana;Camiseta;50;Falso
Eve;Bufanda;29;Cierto
Jack;Bufanda;26;Falso
Grace;Camiseta;8;Falso
Charlie;Gorra;36;Cierto
Frank;Chaqueta;25;Falso
Charlie;Gorra;45;Falso
Charlie;Gorra;43;Falso
Bob;Sombrero;27;Cierto
Frank;Calcetines;24;Falso
Frank;Zapatos;19;Falso
Eve;Chaqueta;16;Falso
Charlie;Bufanda;27;Falso
Frank;Calcetines;5;Falso
Frank;Camiseta;15;Falso
Alice;Pantalones;42;Cierto
Diana;Chaqueta;5;Falso
Jack;Gorra;11;Falso
Hector;Chaqueta;23;Falso
Grace;Bufanda;18;Falso
Jack;Gorra;12;Falso
Irene;Camiseta;11;Falso
Grace;Gorra;31;Falso
Hector;Zapatos;48;Falso
Irene;Zapatos;46;Falso
Bob;Gorra;50;Falso
Charlie;Pantalones;45;Falso
Charlie;Calcetines;44;Cierto
Eve;Gorra;49;Falso
Irene;Bufanda;45;Falso
Hector;Chaqueta;18;Falso
Alice;Bufanda;36;Falso
Diana;Camiseta;11;Falso
Jack;Camiseta;31;Falso
Hector;Zapatos;25;Falso
Alice;Sombrero;21;Cierto
Irene;Gorra;7;Falso
Jack;Calcetines;29;Cierto
Grace;Calcetines;16;Cierto
Alice;Chaqueta;45;Falso
Charlie;Sombrero;25;Falso
Alice;Sombrero;25;Falso
Frank;Bufanda;27;Falso
Bob;Calcetines;20;Falso
Hector;Sombrero;43;Falso
Charlie;Bufanda;36;Falso
Bob;Camiseta;9;Falso
Alice;Gorra;10;Falso
Bob;Gorra;10;Cierto
Charlie;Camiseta;36;Falso
Jack;Sombrero;42;Cierto
Jack;Zapatos;44;Falso
Jack;Sombrero;27;Cierto
Frank;Gorra;37;Falso
Alice;Sombrero;27;Falso
Jack;Pantalones;31;Falso
Charlie;Pantalones;6;Falso
Charlie;Sombrero;30;Falso
Jack;Camiseta;8;Falso
Grace;Bufanda;42;Falso
Grace;Pantalones;44;Falso
Diana;Zapatos;30;Cierto
Diana;Gorra;33;Falso
Eve;Bufanda;46;Falso
Frank;Bufanda;42;Falso
Charlie;Bufanda;34;Falso
Jack;Gorra;15;Falso
Alice;Gorra;36;Falso
Frank;Pantalones;37;Falso
Hector;Zapatos;46;Falso
Grace;Chaqueta;46;Cierto
Grace;Sombrero;30;Falso
Alice;Bufanda;17;Falso
Frank;Bufanda;5;Falso
Alice;Chaqueta;48;Cierto
Diana;Chaqueta;39;Falso
Bob;Gorra;10;Falso
Irene;Gorra;14;Falso
Irene;Bufanda;18;Falso
Hector;Chaqueta;24;Falso
Jack;Sombrero;12;Cierto
Eve;Sombrero;27;Falso
Hector;Camiseta;30;Falso
Grace;Pantalones;30;Falso
Frank;Gorra;44;Falso
Jack;Zapatos;36;Falso
Grace;Gorra;22;Falso
Alice;Sombrero;47;Falso
Alice;Calcetines;28;Falso
Grace;Bufanda;38;Cierto
Eve;Pantalones;34;Falso
Alice;Zapatos;20;Falso
Jack;Zapatos;20;Falso
Grace;Pantalones;28;Cierto
Diana;Camiseta;45;Falso
Alice;Calcetines;38;Falso
Diana;Zapatos;38;Falso
Charlie;Chaqueta;24;Cierto
Grace;Gorra;34;Falso
Charlie;Calcetines;28;Cierto
Diana;Chaqueta;40;Falso
Eve;Chaqueta;6;Falso
Charlie;Sombrero;28;Falso
Hector;Camiseta;16;Falso
Grace;Bufanda;45;Falso
Irene;Gorra;13;Falso
Diana;Zapatos;48;Falso
Grace;Chaqueta;27;Falso
Bob;Gorra;13;Falso
Irene;Camiseta;16;Falso
Frank;Sombrero;7;Falso
Frank;Bufanda;34;Cierto
Charlie;Chaqueta;15;Falso
Irene;Zapatos;36;Falso
Charlie;Camiseta;49;Falso
Alice;Calcetines;22;Falso
Diana;Pantalones;12;Falso
Grace;Sombrero;29;Falso
Grace;Chaqueta;21;Falso
Eve;Bufanda;26;Falso
Alice;Bufanda;43;Falso
Diana;Zapatos;37;Falso
Diana;Gorra;15;Falso
Jack;Pantalones;20;Cierto
Bob;Chaqueta;19;Falso
Irene;Zapatos;39;Falso
Grace;Zapatos;27;Cierto
Charlie;Bufanda;45;Falso
Charlie;Camiseta;14;Falso
Hector;Camiseta;12;Falso
Alice;Camiseta;48;Falso
Charlie;Gorra;16;Falso
Bob;Camiseta;24;Falso
Grace;Sombrero;12;Cierto
Eve;Zapatos;32;Cierto
Bob;Bufanda;16;Falso
Bob;Camiseta;41;Falso
Grace;Zapatos;43;Falso
Jack;Calcetines;20;Falso
Bob;Chaqueta;42;Cierto
Frank;Sombrero;10;Falso
Hector;Bufanda;50;Falso
Bob;Bufanda;46;Falso
Frank;Camiseta;49;Falso
Jack;Camiseta;28;Falso
Eve;Calcetines;35;Falso
Charlie;Bufanda;38;Falso
Alice;Zapatos;30;Falso
Diana;Bufanda;37;Falso
Jack;Camiseta;14;Falso
Charlie;Calcetines;31;Falso
Frank;Pantalones;17;Falso
Grace;Sombrero;44;Falso
Frank;Sombrero;40;Falso
Grace;Gorra;10;Falso
Grace;Gorra;5;Falso
Grace;Chaqueta;7;Falso
Frank;Zapatos;30;Falso
Irene;Sombrero;40;Falso
Bob;Zapatos;29;Falso
Jack;Camiseta;18;Falso
Bob;Sombrero;27;Falso
Diana;Camiseta;23;Cierto
Bob;Bufanda;39;Falso
Grace;Bufanda;36;Falso
Alice;Zapatos;9;Falso
Frank;Bufanda;47;Falso
Frank;Bufanda;37;Falso
Jack;Zapatos;44;Falso
Irene;Camiseta;38;Cierto
Hector;Gorra;12;Falso
Alice;Bufanda;28;Falso
Charlie;Chaqueta;28;Falso
Jack;Sombrero;14;Falso
Diana;Bufanda;37;Falso
Diana;Chaqueta;21;Falso
Hector;Bufanda;22;Falso
Bob;Bufanda;42;Falso
Hector;Gorra;14;Cierto
Diana;Pantalones;23;Falso
Diana;Pantalones;50;Cierto
Jack;Sombrero;26;Falso
Eve;Sombrero;12;Falso
Bob;Camiseta;17;Falso
Irene;Pantalones;33;Falso
Frank;Zapatos;47;Falso
Hector;Pantalones;42;Falso
Bob;Pantalones;36;Falso
Eve;Zapatos;24;Falso
Hector;Camiseta;10;Falso
Irene;Sombrero;29;Falso
Diana;Calcetines;7;Falso
Charlie;Pantalones;39;Falso
Alice;Camiseta;35;Falso
Alice;Calcetines;25;Falso
Bob;Camiseta;31;Falso
Hector;Calcetines;38;Falso
Eve;Gorra;42;Falso
Alice;Calcetines;18;Cierto
Grace;Pantalones;47;Falso
Eve;Chaqueta;42;Falso
Frank;Bufanda;45;Falso
Hector;Zapatos;19;Falso
Eve;Zapatos;31;Falso
Irene;Chaqueta;34;Falso
Grace;Sombrero;41;Falso
Jack;Chaqueta;10;Falso
Eve;Sombrero;14;Falso
Jack;Pantalones;34;Falso
Bob;Sombrero;21;Cierto
Bob;Bufanda;48;Falso
Irene;Calcetines;30;Falso
Irene;Sombrero;11;Falso
Grace;Calcetines;29;Falso
Frank;Calcetines;31;Falso
Charlie;Zapatos;43;Falso
Eve;Calcetines;7;Cierto
Frank;Gorra;15;Falso
Frank;Zapatos;21;Falso
Charlie;Zapatos;27;Falso
Jack;Bufanda;38;Falso
Eve;Sombrero;37;Falso
Frank;Chaqueta;13;Cierto
Eve;Pantalones;26;Cierto
Alice;Camiseta;39;Falso
Irene;Bufanda;25;Falso
Frank;Pantalones;31;Falso
Diana;Bufanda;45;Falso
Alice;Sombrero;10;Falso
Jack;Sombrero;6;Falso
Alice;Zapatos;31;Cierto
Jack;Gorra;30;Falso
Bob;Zapatos;18;Falso
Grace;Pantalones;44;Cierto
Bob;Gorra;42;Falso
Bob;Camiseta;11;Falso
Grace;Zapatos;34;Cierto
Irene;Camiseta;11;Cierto
Bob;Zapatos;27;Cierto
Diana;Chaqueta;41;Falso
Grace;Camiseta;16;Falso
Grace;Calcetines;48;Falso
Jack;Gorra;21;Falso
Eve;Camiseta;32;Falso
Grace;Pantalones;40;Falso
Jack;Pantalones;33;Falso
Bob;Sombrero;21;Falso
Hector;Calcetines;14;Cierto
Diana;Gorra;16;Falso
Hector;Bufanda;41;Falso
Irene;Calcetines;21;Falso
Irene;Zapatos;46;Cierto
Jack;Chaqueta;5;Falso
Bob;Sombrero;28;Falso
Alice;Pantalones;25;Falso
Hector;Pantalones;14;Falso
Diana;Sombrero;49;Falso
Eve;Gorra;21;Falso
Eve;Chaqueta;30;Falso
Bob;Gorra;47;Falso
Alice;Zapatos;17;Falso
Bob;Camiseta;7;Falso
Alice;Calcetines;9;Falso
Diana;Camiseta;7;Falso
Bob;Camiseta;10;Falso
Alice;Pantalones;46;Falso
Grace;Zapatos;50;Cierto
Eve;Pantalones;8;Falso
Diana;Calcetines;14;Falso
Hector;Pantalones;37;Falso
Irene;Bufanda;7;Falso
Alice;Chaqueta;34;Falso
Eve;Calcetines;47;Falso
Charlie;Zapatos;6;Falso
Charlie;Gorra;14;Falso
Bob;Gorra;37;Falso
Diana;Sombrero;32;Falso
Diana;Gorra;44;Falso
Frank;Sombrero;11;Falso
Alice;Gorra;19;Cierto
Bob;Sombrero;45;Falso
Hector;Chaqueta;31;Falso
Bob;Zapatos;32;Falso
Irene;Camiseta;10;Falso
Alice;Calcetines;17;Falso
Charlie;Bufanda;9;Falso
Frank;Camiseta;24;Falso
Irene;Zapatos;36;Cierto
Charlie;Calcetines;23;Falso
Hector;Zapatos;16;Cierto
Bob;Bufanda;26;Cierto
Hector;Pantalones;11;Falso
Frank;Chaqueta;19;Falso
Charlie;Camiseta;36;Falso
Irene;Zapatos;38;Cierto
Diana;Sombrero;27;Falso
Hector;Bufanda;24;Falso
Alice;Zapatos;14;Falso
Grace;Pantalones;33;Falso
Grace;Camiseta;21;Falso
Jack;Zapatos;50;Falso
Irene;Zapatos;35;Falso
Alice;Chaqueta;42;Falso
Frank;Gorra;46;Falso
Irene;Camiseta;26;Falso
Alice;Calcetines;34;Falso
Irene;Chaqueta;49;Falso
Alice;Zapatos;31;Falso
Charlie;Camiseta;11;Falso
Eve;Zapatos;28;Cierto
Hector;Gorra;12;Falso
Frank;Pantalones;9;Cierto
Hector;Sombrero;28;Falso
Hector;Gorra;35;Falso
Bob;Calcetines;20;Falso
Diana;Sombrero;42;Falso
Hector;Camiseta;42;Falso
Jack;Chaqueta;44;Falso
Frank;Zapatos;26;Falso
Eve;Camiseta;22;Falso
Frank;Calcetines;14;Falso
Irene;Camiseta;29;Cierto
Frank;Pantalones;50;Falso
Diana;Bufanda;27;Falso
Grace;Chaqueta;13;Falso
Bob;Chaqueta;47;Falso
Charlie;Zapatos;25;Falso
Diana;Pantalones;39;Falso
Alice;Calcetines;11;Falso
Irene;Chaqueta;29;Falso
Eve;Zapatos;30;Falso
Grace;Sombrero;16;Falso
Diana;Chaqueta;25;Falso
Diana;Chaqueta;47;Falso
Irene;Chaqueta;38;Falso
Diana;Sombrero;44;Falso
Diana;Calcetines;20;Cierto
Alice;Chaqueta;29;Cierto
Hector;Gorra;15;Falso
Irene;Chaqueta;33;Falso
Grace;Sombrero;9;Falso
Grace;Gorra;31;Falso
Bob;Bufanda;43;Falso
Bob;Zapatos;16;Falso
Bob;Calcetines;42;Falso
Hector;Sombrero;35;Falso
Alice;Pantalones;45;Falso
Irene;Gorra;19;Falso
Charlie;Bufanda;21;Falso
Charlie;Sombrero;14;Falso
Bob;Camiseta;34;Falso
Grace;Pantalones;40;Falso
Grace;Camiseta;27;Falso
Charlie;Zapatos;15;Falso
Alice;Pantalones;38;Falso
Frank;Pantalones;39;Falso
Charlie;Camiseta;45;Falso
Hector;Camiseta;23;Cierto
Irene;Camiseta;38;Falso
Jack;Zapatos;47;Cierto
Hector;Zapatos;26;Falso
Bob;Zapatos;26;Falso
Frank;Zapatos;19;Falso
Hector;Sombrero;16;Falso
Diana;Sombrero;40;Falso
Alice;Pantalones;13;Falso
Charlie;Sombrero;16;Falso
Bob;Pantalones;21;Falso
Grace;Bufanda;12;Falso
Irene;Bufanda;40;Falso
Eve;Camiseta;45;Falso
Irene;Chaqueta;44;Falso
Irene;Gorra;32;Falso
Charlie;Camiseta;32;Falso
Grace;Camiseta;16;Falso
Irene;Zapatos;50;Falso
Eve;Sombrero;8;Falso
Grace;Bufanda;20;Falso
Frank;Pantalones;41;Falso
Grace;Calcetines;33;Falso
Charlie;Zapatos;20;Falso
Jack;Camiseta;11;Falso
Bob;Gorra;34;Cierto
Charlie;Pantalones;30;Falso
Eve;Pantalones;13;Falso
Irene;Gorra;40;Falso
Alice;Sombrero;49;Falso
Hector;Bufanda;29;Falso
Eve;Pantalones;33;Falso
Charlie;Calcetines;18;Falso
Jack;Camiseta;50;Cierto
Alice;Sombrero;33;Falso
Jack;Sombrero;29;Cierto
Frank;Bufanda;48;Falso
Grace;Calcetines;15;Cierto
Irene;Gorra;9;Falso
Bob;Camiseta;20;Falso
Eve;Chaqueta;42;Falso
Grace;Chaqueta;5;Falso
Diana;Camiseta;15;Falso
Frank;Calcetines;36;Falso
Eve;Zapatos;32;Cierto
Jack;Calcetines;8;Cierto
Charlie;Bufanda;48;Falso
Irene;Chaqueta;17;Cierto
Jack;Camiseta;28;Falso
Hector;Camiseta;16;Falso
Eve;Chaqueta;44;Falso
Charlie;Sombrero;20;Falso
Jack;Zapatos;48;Falso
Bob;Camiseta;22;Falso
Diana;Zapatos;36;Falso
Jack;Zapatos;12;Falso
Charlie;Zapatos;23;Falso
Frank;Camiseta;36;Falso
Hector;Gorra;17;Falso
Bob;Sombrero;22;Falso
Bob;Camiseta;33;Falso
Grace;Gorra;25;Falso
Diana;Chaqueta;31;Falso
Grace;Pantalones;38;Falso
Eve;Pantalones;38;Cierto
Frank;Gorra;8;Falso
Charlie;Camiseta;33;Falso
Hector;Pantalones;43;Falso
Bob;Chaqueta;36;Falso
Charlie;Sombrero;13;Falso
Alice;Camiseta;27;Falso
Eve;Gorra;31;Cierto
Frank;Zapatos;5;Cierto
Charlie;Pantalones;46;Falso
Grace;Zapatos;31;Falso
Irene;Zapatos;12;Falso
Frank;Gorra;15;Falso
Bob;Gorra;14;Falso
Frank;Camiseta;42;Falso
Charlie;Chaqueta;12;Falso
Irene;Gorra;38;Falso
Hector;Calcetines;44;Falso
Diana;Gorra;32;Falso
Hector;Bufanda;17;Falso
Jack;Zapatos;45;Falso
Jack;Gorra;34;Falso
Alice;Calcetines;22;Cierto
Grace;Chaqueta;21;Falso
Alice;Chaqueta;13;Falso
Alice;Gorra;45;Cierto
Alice;Bufanda;5;Falso
Hector;Gorra;47;Falso
Grace;Pantalones;11;Falso
Charlie;Calcetines;46;Falso
Charlie;Calcetines;24;Falso
Eve;Gorra;29;Falso
Jack;Pantalones;12;Falso
Grace;Sombrero;11;Falso
Bob;Sombrero;44;Cierto
Irene;Zapatos;5;Falso
Charlie;Chaqueta;7;Falso
Diana;Bufanda;40;Falso
Bob;Bufanda;28;Falso
Irene;Sombrero;13;Falso
Alice;Gorra;8;Falso
Hector;Pantalones;47;Falso
Bob;Chaqueta;40;Falso
Eve;Gorra;45;Falso
Grace;Camiseta;26;Falso
Jack;Zapatos;33;Falso
Alice;Gorra;24;Falso
Charlie;Pantalones;25;Cierto
Jack;Zapatos;30;Falso
Alice;Gorra;40;Falso
Grace;Calcetines;7;Cierto
Hector;Gorra;23;Falso
Alice;Pantalones;16;Cierto
Charlie;Pantalones;12;Falso
Jack;Bufanda;35;Falso
Charlie;Bufanda;50;Falso
Eve;Zapatos;48;Falso
Hector;Pantalones;20;Falso
Jack;Pantalones;31;Falso
Diana;Zapatos;15;Falso
Bob;Bufanda;50;Falso
Bob;Calcetines;27;Falso
Frank;Chaqueta;9;Falso
Grace;Zapatos;12;Cierto
Irene;Chaqueta;20;Falso
Jack;Bufanda;47;Falso
Frank;Camiseta;49;Falso
Irene;Camiseta;33;Falso
Diana;Chaqueta;23;Falso
Frank;Zapatos;40;Falso
Irene;Chaqueta;37;Cierto
Frank;Camiseta;26;Cierto
Irene;Sombrero;19;Falso
Hector;Calcetines;20;Falso
Irene;Calcetines;22;Cierto
Grace;Calcetines;44;Falso
Grace;Sombrero;16;Cierto
Frank;Sombrero;16;Cierto
Hector;Calcetines;15;Falso
Eve;Chaqueta;24;Falso
Hector;Camiseta;20;Falso
Hector;Chaqueta;20;Falso
Frank;Calcetines;22;Falso
Irene;Camiseta;32;Falso
Irene;Chaqueta;46;Falso
Irene;Pantalones;42;Falso
Eve;Zapatos;44;Falso
Diana;Gorra;31;Falso
Bob;Chaqueta;35;Falso
Irene;Zapatos;24;Falso
Bob;Calcetines;12;Falso
Frank;Calcetines;41;Falso
Grace;Bufanda;23;Falso
Frank;Calcetines;14;Falso
Irene;Sombrero;26;Falso
Grace;Pantalones;22;Falso
Eve;Chaqueta;38;Falso
Charlie;Sombrero;10;Falso
Charlie;Calcetines;14;Falso
Grace;Pantalones;39;Falso
Alice;Bufanda;38;Falso
Eve;Pantalones;18;Falso
Jack;Pantalones;5;Falso
Irene;Bufanda;46;Falso
Grace;Chaqueta;17;Falso
Charlie;Sombrero;24;Falso
Alice;Chaqueta;46;Cierto
